session_id,datetime,pps_count
"15291476781314a108400-06a5-849e-50b0-5aa43aa88a42","2018-06-16 11:14:39.000",56
"15291476861335d536b01-2935-0611-e237-c57063e77ed5","2018-06-16 11:14:47.000",10
"1529147689637e88fa9bd-89d3-d375-08ac-54578154efd4","2018-06-16 11:14:51.000",1
"1529147695695f7045e1c-fae7-c149-9368-e05e7eb8212b","2018-06-16 11:14:56.000",1
"1529147698678af3cb751-05e0-2642-30a5-e478d9a21925","2018-06-16 11:15:00.000",21
"1529147646602309165c0-cc0f-ccc1-f17b-24a8c7fdab0d","2018-06-16 11:15:06.000",6
"1529147710785335f8062-760e-c488-2a97-a3d23f8d31db","2018-06-16 11:15:11.000",24
"1529147718458ea4d6bb4-3e15-dcf7-0067-acfb4a8f74ee","2018-06-16 11:15:17.000",8
"15291474847274c338072-653c-4f68-0b7e-a71c92f2a0a3","2018-06-16 11:15:28.000",9
"1529147728301f6ea54b2-fe34-c6a6-5a1a-066258a56d06","2018-06-16 11:15:29.000",1
"152914773374697f71843-3d2c-2a0b-5ae6-96cb516a6a98","2018-06-16 11:15:33.000",1
"152914773819675284839-7421-6745-db49-451346d621dc","2018-06-16 11:15:38.000",1
"1529147738541ac6810fa-25a0-a5bd-362f-e5ca985b7c92","2018-06-16 11:15:39.000",1
"1529147741126bc2f5af7-2d0f-550c-9a1c-4052480a23b9","2018-06-16 11:15:42.000",3
"152914774596522e34b84-9451-f594-2665-60f6f8445fe4","2018-06-16 11:15:48.000",1
"152914775325708b94d61-cf5b-0a14-41ce-2566e1648ea7","2018-06-16 11:15:53.000",1
"1529147764483abe1e4e1-801e-285a-9387-5826eec703bb","2018-06-16 11:16:05.000",2
"1529147772163ce1d6a98-d455-a91f-b73f-128ead343b90","2018-06-16 11:16:14.000",15
"152914778079686797461-80ea-7871-5f3a-393b8f00e01c","2018-06-16 11:16:21.000",1
"1529147787500cf900dea-09ff-e37e-2611-d5c229bc20ce","2018-06-16 11:16:27.000",1
"1529147787530c9bd166c-3d22-4747-f80a-ebe38ecd4bf7","2018-06-16 11:16:27.000",1
"1529147793421dfcefe1f-6d4b-54ec-3a0a-744155099e2d","2018-06-16 11:16:35.000",1
"1529147809715a9bda8e1-159e-b56a-ce02-032912cc5dab","2018-06-16 11:16:51.000",6
"1529147820133edf0eb16-94a3-b882-9068-5e4098137db0","2018-06-16 11:17:03.000",20
"1529147841209afcb75e0-9aa0-815f-b30f-62629772a2e2","2018-06-16 11:17:21.000",73
"1529147841774558ba647-9d72-be78-8788-9b7c265fbcbd","2018-06-16 11:17:23.000",1
"15291478472710e532fef-8103-43ad-edc7-edc7d3794bb4","2018-06-16 11:17:28.000",1
"1529147864887862b3d90-6bda-2168-2a60-376ffeea9abd","2018-06-16 11:17:46.000",1
"15291478880559ed668ad-5d38-fa54-c8a8-fdb1779e4dc7","2018-06-16 11:18:09.000",20
"152914788833154502639-e87b-b345-7f60-5d36c865d9d9","2018-06-16 11:18:09.000",1
"1529147892703f14f33ef-20e2-8c80-9426-f44b8333dc91","2018-06-16 11:18:13.000",43
"1529147902441dd72cfcf-8bd6-2b74-07bf-1b54de3895e1","2018-06-16 11:18:25.000",1
"15291479061902a31dc43-64f1-920e-3672-84cc11658beb","2018-06-16 11:18:26.000",1
"1529147915143a1c08ec0-fcff-2ba4-e850-66bdc305de19","2018-06-16 11:18:31.000",2
"1529147914191d856eb33-9ce4-046f-8508-c0c09e42ceee","2018-06-16 11:18:35.000",1
"1529147927351301d4f59-c2e6-ec51-2603-1ed1d0b097f8","2018-06-16 11:18:48.000",23
"1529147928846a443dc2c-bb64-2305-4ed0-54bd832ea7a6","2018-06-16 11:18:49.000",1
"15291479430575f239a68-c278-dfac-9c62-c199e357586f","2018-06-16 11:19:03.000",1
"1529147952990892f4a53-fae2-6435-38d1-4a16bb5136bd","2018-06-16 11:19:13.000",1
"1529147952209c74bdcd5-d4ec-61eb-4afd-5aa142154a62","2018-06-16 11:19:14.000",1
"1529147963313790d58fb-70d2-8ca9-f398-4b7a1af09672","2018-06-16 11:19:26.000",1
"1529147966685eacb2bca-5648-49e1-6c6c-030a775f2cec","2018-06-16 11:19:28.000",2
"1529147973694bad11092-3c21-674b-fb6d-58b3941f1c69","2018-06-16 11:19:34.000",1
"1529147977898de662853-8a10-279b-017a-a3d6d53be526","2018-06-16 11:19:38.000",1
"152914798211255a4eba1-d617-0170-4d1a-d6f1321b4d4c","2018-06-16 11:19:42.000",25
"1529147989920759c15f5-40a1-87e3-6123-5cec5d8e24cf","2018-06-16 11:19:50.000",4
"152914799794692c053db-f578-ffb8-034f-c40f72ad0ba6","2018-06-16 11:19:59.000",1
"152914802103500ac9bb7-a4fd-dd06-ac10-07b4920d7cd0","2018-06-16 11:20:22.000",1
"1529148030750ad0ce639-8e01-3ff5-e6ca-773ddc649cba","2018-06-16 11:20:32.000",1
"152914803265602011447-3a71-705a-4da9-beb4a780d0b7","2018-06-16 11:20:32.000",29
"1529140801080d366c256-3f1c-fb7f-dbee-d9746459b011","2018-06-16 11:20:37.000",1
"1529148048447759753b3-cd6a-e8bd-d56d-23fad7c22667","2018-06-16 11:20:48.000",40
"1529148048819c49bcb70-a323-de14-5752-01a151021b84","2018-06-16 11:20:49.000",26
"15291480515155b228af3-b50b-1e95-695f-66155f045ea2","2018-06-16 11:20:53.000",2
"1529148062978d0772c78-31ce-694d-eef6-6ebd0b5a7d45","2018-06-16 11:21:04.000",1
"15291480608709e2bce77-c48f-1764-9799-f3367f7f4908","2018-06-16 11:21:05.000",1
"1529148068484abd1656b-71b3-fa1b-e9b3-6f64c84f382c","2018-06-16 11:21:08.000",1
"1529148072643955a94b5-7a57-3a75-9506-96790273977e","2018-06-16 11:21:14.000",46
"152914807685917961e9b-0c15-92da-584f-c488984412fc","2018-06-16 11:21:18.000",1
"152914808190223a624da-8d60-9f14-683d-0a1535b0b86e","2018-06-16 11:21:22.000",1
"1529148087554fef573d1-c66f-174d-c5e5-24a66989716f","2018-06-16 11:21:28.000",3
"1529148090052040c9dd4-0108-ae3d-643b-decec6f4e9ed","2018-06-16 11:21:29.000",3
"1529148092164be8d4a5a-9bb1-5e21-7eae-6bd3970739c8","2018-06-16 11:21:31.000",3
"1529148092595d5018e74-3450-969d-09d9-77c59dc4de74","2018-06-16 11:21:34.000",32
"15291480996257a6774fa-5a7a-4523-1c66-881f65f2f501","2018-06-16 11:21:41.000",1
"15291481039837b05d149-d14f-b593-de7b-f0602e940f0d","2018-06-16 11:21:44.000",1
"15291481426125e581707-9bf0-ebba-6a5d-a2308a00e9ec","2018-06-16 11:22:23.000",1
"1529148151281ee28498b-ba24-23e7-a693-3527f4259939","2018-06-16 11:22:31.000",21
"15291481484312486b191-6300-12e4-504e-2368f0997f2f","2018-06-16 11:22:32.000",36
"15291481565345616299a-7794-9e14-a054-9e09ad5b8154","2018-06-16 11:22:37.000",1
"1529148159470352a5e93-d3ed-4425-81f9-82899c36d41b","2018-06-16 11:22:39.000",27
"1529148169410d5042224-87d9-f074-42c6-7f58d89d7f38","2018-06-16 11:22:49.000",1
"152914818281430833366-fad3-ba00-529a-b051b918cae1","2018-06-16 11:23:04.000",1
"1529148204714d689ba1a-5d35-af5f-be6d-6a23aced6546","2018-06-16 11:23:25.000",1
"1529148205043357cea7d-cffd-531b-0619-6a2b7692ca61","2018-06-16 11:23:25.000",1
"152914820817975fa046f-3c60-c26f-da30-815f411281d8","2018-06-16 11:23:28.000",1
"1529148213189d841bbef-6a1d-9616-fe98-b1b2c7078bbd","2018-06-16 11:23:34.000",1
"1529148219628acfd51bf-6a79-a211-46d7-0a03d51ec3a1","2018-06-16 11:23:41.000",1
"1529148224604e19ff95b-498c-ea98-32b0-c3cf0ee67a11","2018-06-16 11:23:44.000",5
"15291482273882884914f-1246-6946-9ea1-61bb9f2e3a5a","2018-06-16 11:23:48.000",12
"1529148247548e0558fac-2fcd-63d9-8106-5157a26dc7ab","2018-06-16 11:24:08.000",7
"152914825823343ab1649-16d0-95d2-c624-2f3a4b74bb69","2018-06-16 11:24:18.000",7
"1529148263515681d8687-65ac-15a3-4673-4d059925c374","2018-06-16 11:24:25.000",2
"1529148270285d8659be2-8a15-c539-d6a3-4c0346939bd1","2018-06-16 11:24:31.000",1
"152914828665755f95fde-a198-e9fa-63a2-cede986f80b2","2018-06-16 11:24:46.000",1
"1529148298363b22874ab-dc52-31d1-5176-c37b71ce7c60","2018-06-16 11:25:05.000",5
"15291483070680dfbb8cb-e1b2-0e06-b217-2b38fb90c976","2018-06-16 11:25:07.000",1
"1529148315480429904d6-c90b-400c-c548-3574342b882d","2018-06-16 11:25:14.000",1
"15291483211443911b3a8-167f-b161-fb7b-8944bd2fad9b","2018-06-16 11:25:21.000",33
"15291483232118cc9e58f-b924-ccc5-6a7b-fd526ca67653","2018-06-16 11:25:24.000",1
"1529148316090a2821169-4f92-8e7b-c7ea-58c7c3e9793d","2018-06-16 11:25:29.000",1
"1529148335053af6d4d08-f037-52f3-0843-11bccbc61c12","2018-06-16 11:25:36.000",1
"1529148381758dd9185fc-d6ad-6e82-c8ff-9ff3b3a51b32","2018-06-16 11:25:41.000",1
"1529148351626cad87d76-4560-4a35-5c64-2672f3d4bfa7","2018-06-16 11:25:52.000",1
"1529148387009dcc227c4-0175-d945-73ca-7482d9f51439","2018-06-16 11:26:09.000",1
"1529148374058cbb4ea8e-cb41-b2ed-e1b1-b424956d66a3","2018-06-16 11:26:16.000",2
"1529148385015474fdf9c-8b34-9921-b31a-8b5ecb1ff859","2018-06-16 11:26:26.000",1
"152914841120644394fc6-bd3d-204f-6a8b-d86b9399bfda","2018-06-16 11:26:53.000",1
"1529148432863005f2e82-c430-ea28-e32e-b962f98bc48e","2018-06-16 11:27:14.000",12
"1529148432050f4cb31db-e53c-8da2-d84c-3049c6f8396e","2018-06-16 11:27:24.000",1
"1529148455123912f92a8-417b-2257-4ed7-142709e0e7bc","2018-06-16 11:27:35.000",1
"1529148459823ed6afe68-f862-0214-0973-21a35b79b836","2018-06-16 11:27:39.000",1
"15291484704162219027f-7e35-948a-2d25-2645909684ac","2018-06-16 11:27:51.000",5
"15291484833968d804ebe-7cb5-5a6e-884d-13f0a2d14747","2018-06-16 11:28:05.000",1
"15291484889416bbd6a63-fe76-ff84-8a56-6192578732ea","2018-06-16 11:28:10.000",1
"15291484914511bfc453e-c13b-5296-b296-65948bdd0b12","2018-06-16 11:28:11.000",1
"1529148492180943603e3-bf5c-3885-8acd-c5db42ecbe1a","2018-06-16 11:28:13.000",1
"15291484960519c3020a1-3055-ac9b-c9b4-3c2ee9666d42","2018-06-16 11:28:17.000",1
"1529148499010c0370f48-c905-4915-2d53-5cffac9cbf89","2018-06-16 11:28:20.000",14
"152914855913978890c12-159a-8d96-5ad7-a9d16c48f5fc","2018-06-16 11:28:23.000",1
"15291485076152a60a0af-f61d-2d98-f049-799d4de79cb6","2018-06-16 11:28:28.000",1
"152914850997923b77e61-2714-5461-ddab-f509464b96f8","2018-06-16 11:28:31.000",5
"15291485105092229c34e-7202-c968-6a78-26aff189423a","2018-06-16 11:28:31.000",1
"1529148512493cd68747d-e5e6-5b0d-9da9-37bcc2050064","2018-06-16 11:28:33.000",3
"152914851960464579853-58fd-926d-f554-a566c92907bf","2018-06-16 11:28:41.000",2
"152914853625492523e0e-5230-ee14-56a6-a6771d37530f","2018-06-16 11:28:49.000",2
"15291485317993c98d6aa-e215-f511-90e0-9ff821fbdfe2","2018-06-16 11:28:52.000",54
"1529148533029f86449d9-b8d5-7bb8-373d-475ba9e0667f","2018-06-16 11:28:53.000",1
"15291485332258567aafb-41dc-babe-9022-dbf96c4a9d20","2018-06-16 11:28:55.000",30
"1529148555195278709fb-9981-d833-dfb3-5a890718d259","2018-06-16 11:29:16.000",12
"1529148561815b62aa300-7cf4-104a-a694-9394e6a80b55","2018-06-16 11:29:21.000",6
"152914856232509d834c4-8b30-d9fd-786a-d7434ea9676b","2018-06-16 11:29:23.000",13
"15291485626435a55fc96-fafd-4cc2-e7ee-11473ed09788","2018-06-16 11:29:23.000",1
"15291486353055659c618-39ec-a2e6-c23f-306a0795648e","2018-06-16 11:29:39.000",3
"152914858014026834f4c-e06a-779e-272a-2df7ba71f4f4","2018-06-16 11:29:41.000",5
"15291485843838b5e5173-4c7c-e6d0-8ef4-ac421583fdf3","2018-06-16 11:29:49.000",46
"15291483572150890b83b-5e1c-9008-fdec-04357590593f","2018-06-16 11:29:49.000",9
"152914863447603c53801-5911-3311-898c-3a2d8613f6f3","2018-06-16 11:30:08.000",16
"1529148625900033bb796-1132-3bd9-7009-c00db1cd4d16","2018-06-16 11:30:26.000",1
"1529148630061f540df57-8947-589f-4be5-dcca9cd03f45","2018-06-16 11:30:31.000",1
"15291486448994126ae6a-cd1c-5ae1-8124-11b14d657ef7","2018-06-16 11:30:45.000",1
"15291486467225cdccc4f-b7e3-bd1e-c8db-15d5b3725091","2018-06-16 11:30:48.000",1
"15291486518968a755d1b-540a-c704-063f-8482475b7678","2018-06-16 11:30:50.000",17
"15291486507533fbc9e61-07fe-1082-45da-ed99ed6a73e8","2018-06-16 11:30:52.000",22
"152914865282009d06c1b-acde-ba59-09b0-37cf7f28a0ab","2018-06-16 11:30:53.000",44
"15291486537305bd81d7c-6419-f14e-2257-daa6d9c8724b","2018-06-16 11:30:54.000",26
"1529148659639e63fa22c-af76-10c9-5d3e-aeb76d20a071","2018-06-16 11:30:59.000",48
"152914866205320a8c74f-bb1a-9896-6277-55d682aa89e8","2018-06-16 11:31:02.000",1
"1529148664158b1af193d-175c-841e-0a0c-19be904f8d32","2018-06-16 11:31:04.000",3
"1529148862019683e3193-404a-7156-bd82-99b64c57bd83","2018-06-16 11:31:15.000",1
"1529148648844374ce006-b10f-5d9d-54a9-b99402e0fad5","2018-06-16 11:31:21.000",1
"152914870681399408c6e-088e-11ad-1d47-41a3334f0825","2018-06-16 11:31:47.000",12
"1529148709078c6239d56-be5b-a660-a466-80fdd30a910f","2018-06-16 11:31:50.000",13
"1529148958710c6684673-76af-a369-c4c4-e3dcb118eb26","2018-06-16 11:31:53.000",1
"15291487135895d192f35-066c-88ba-4595-871a0b631b8b","2018-06-16 11:31:54.000",17
"15291487224410db22e63-b407-a862-5a0e-839dbf497bb8","2018-06-16 11:32:03.000",4
"15291487244751dec1d47-0de4-ff1f-1619-6e844e52966d","2018-06-16 11:32:05.000",1
"15291487286741943fbe6-3162-fdc0-c103-708769676cec","2018-06-16 11:32:09.000",3
"1529148736987cb8ad708-de49-bf85-9b5b-23a88e16e87b","2018-06-16 11:32:17.000",4
"1529148739185ef226346-5c45-67b8-2eb2-c4207663ddae","2018-06-16 11:32:20.000",27
"15291487439655aa0075d-5038-5cbf-d5f0-46e9478c3a12","2018-06-16 11:32:25.000",1
"1529148746838164d7e9a-e3b0-42dc-e6c4-9f947d95d607","2018-06-16 11:32:29.000",1
"152914875158136701fc6-b057-b077-3a45-82a08b9f4c5c","2018-06-16 11:32:32.000",1
"152914875373277992bde-e067-b7f8-7a35-1f95f10b512e","2018-06-16 11:32:35.000",34
"152914876738854427e09-57e7-82ab-084d-a49ca56ccfd1","2018-06-16 11:32:49.000",18
"152914877115198c5de31-1541-9f88-add9-acb607cf7357","2018-06-16 11:32:52.000",1
"1529148974351d43b784c-a52c-8565-e5a9-2ab71443daf4","2018-06-16 11:32:53.000",2
"15291487772875e2ad3d7-eb45-5d9d-987b-2186f0b16b93","2018-06-16 11:33:01.000",1
"152914878569128cffaac-2eb5-b636-9f01-4dd88f8423fe","2018-06-16 11:33:06.000",1
"1529148787871c5512a84-2db4-4584-5f6d-22ead72d945c","2018-06-16 11:33:08.000",1
"152914878986884644730-950b-350e-4c0c-b55256e3ce87","2018-06-16 11:33:10.000",1
"1529148796464df5659c4-8a70-8e9b-f321-b71c814b223f","2018-06-16 11:33:19.000",9
"1529148802687e9342c71-a548-97f8-5bb0-0d1a78150954","2018-06-16 11:33:23.000",19
"1529148814423aeabd88b-62ee-5ca5-9e3f-d8346724ca80","2018-06-16 11:33:35.000",46
"152914882319494f96037-0962-448c-d510-54367d17ba90","2018-06-16 11:33:42.000",1
"1529148837879667ead0f-a10d-7e90-124a-ebe049d7476d","2018-06-16 11:33:57.000",15
"1529148848934b0532a8c-afa1-9b3c-adfa-4856d0c455b6","2018-06-16 11:34:11.000",16
"1529148851250ad575db5-19c2-9e8a-1f61-f84b906a996f","2018-06-16 11:34:11.000",11
"15291488527062840bb00-6cff-1bda-a9f0-71d7d920b6b4","2018-06-16 11:34:13.000",1
"15291488613753ee26fd8-3ba7-a2d8-296e-b7fc14285378","2018-06-16 11:34:23.000",11
"1529148873307060cd2d8-4a4f-dcc0-2658-515940a19a0e","2018-06-16 11:34:34.000",1
"15291488806318aa5dfb8-b978-b6f1-2f55-d6954dca0227","2018-06-16 11:34:41.000",13
"15291488816021a4eb1ae-ae71-e41a-a0bd-20974f5965b6","2018-06-16 11:34:43.000",2
"15291488936893f57d073-13e2-6335-312f-f516125b3b17","2018-06-16 11:34:52.000",1
"1529148893823aba2052b-e833-c884-3869-2aeeda40f3bb","2018-06-16 11:34:55.000",51
"15291489019368dea9926-9fac-c3b8-6fa8-d27ecf67b5f0","2018-06-16 11:35:02.000",1
"1529148901969c1d84d5b-bcbd-6829-f403-7b6451a5e897","2018-06-16 11:35:02.000",64
"152914890543458eced92-14f9-d77f-763c-b2c9888ffcea","2018-06-16 11:35:05.000",3
"1529148905066e11f577a-65c9-9c30-4d22-4821c857286c","2018-06-16 11:35:06.000",14
"1529148911760ea31899a-4d47-b01d-8b57-9b1af91b9d2d","2018-06-16 11:35:12.000",5
"152914891688851b99b42-f411-a682-3869-08093d0b5203","2018-06-16 11:35:17.000",1
"15291489936362739b4e1-de3f-445a-9271-bacb57326320","2018-06-16 11:35:22.000",13
"1529148921302da7b300c-ab54-35d8-7bf3-6f217c960f2b","2018-06-16 11:35:22.000",6
"152914892384200329b25-9985-07c7-5ff0-dacc79d25ace","2018-06-16 11:35:24.000",1
"1529148923012fa52dab3-9398-3a2b-3de1-f2e638541f50","2018-06-16 11:35:24.000",1
"15291489443100b366378-d7ef-2404-673d-28a7615644f5","2018-06-16 11:35:45.000",1
"15291489453879c28e9ed-fd3e-6b7a-f312-695f0a58ae99","2018-06-16 11:35:46.000",1
"15291489625044fbdd755-d98d-b3b0-3275-bca39e927ab1","2018-06-16 11:36:02.000",1
"1529148969672ca5e251a-f002-1454-f7ee-bb7c6361e249","2018-06-16 11:36:11.000",1
"15291489732037714c6ca-9b57-2926-d624-44c57251fa4c","2018-06-16 11:36:14.000",16
"1529148979976f31963c0-fda6-a0be-cd68-3a79080dc706","2018-06-16 11:36:20.000",1
"15291489906960a021404-5db3-e516-69fc-685c882d381b","2018-06-16 11:36:31.000",3
"15291489918531c36418b-ec02-81c1-d728-53b947d07e73","2018-06-16 11:36:32.000",18
"15291489929816a1aac99-6a10-749c-9add-aeac4cc0e214","2018-06-16 11:36:34.000",7
"152914899940920be30b4-5af4-e432-ba02-0d1b16b31577","2018-06-16 11:36:40.000",1
"1529149013113c1d18b17-85c6-8b41-25f0-8d34e58e3bdd","2018-06-16 11:36:54.000",1
"1529149027054877ff1dd-e18f-8f7f-088b-0b9aa7dfea4d","2018-06-16 11:37:02.000",1
"15291490238273621c3aa-356a-384d-bf36-291497ab9db4","2018-06-16 11:37:04.000",1
"1529149037453b9b90a0f-f6ad-8e06-7bba-4c032049b0f2","2018-06-16 11:37:18.000",7
"152914903789513bc765e-ea1e-198e-e855-8407773521c6","2018-06-16 11:37:19.000",1
"15291490548548119584f-4110-6b0c-22f9-bfd9a4aff324","2018-06-16 11:37:36.000",1
"152914906018283685823-b785-ef8f-0dce-ba681d1eea5a","2018-06-16 11:37:40.000",69
"1529149066687732f89df-d7fd-bacb-4735-ddfa60e87008","2018-06-16 11:37:47.000",1
"1529149068201f2da9e4c-269b-0619-a98c-662028eb16a8","2018-06-16 11:37:48.000",1
"152914907202275a299c2-b0c1-3c7b-085f-22115200ce9c","2018-06-16 11:37:52.000",1
"1529149073079e3cb4bc3-aa00-e547-0391-58726b5538da","2018-06-16 11:37:53.000",1
"152914907335067d9c922-be77-740d-7673-35bdc4178ced","2018-06-16 11:37:56.000",1
"15291490766621bac0c4b-d1d7-f7c3-0184-02e2098702cd","2018-06-16 11:37:56.000",1
"1529149075295d1f8a8a3-9238-600b-af7c-2780a05b124d","2018-06-16 11:37:56.000",10
"1529149276594570af925-c249-2220-044c-be504d82a152","2018-06-16 11:37:56.000",3
"1529149078062c95b3b0f-5c34-da70-759c-ebd55ab6f28e","2018-06-16 11:37:58.000",20
"1529149078093ba6d8a99-7b93-94a8-5c06-d91880e46408","2018-06-16 11:37:59.000",7
"1529149081562d16429a6-37a9-767b-4200-c2748955c73b","2018-06-16 11:38:03.000",1
"152914908407443d9b9eb-eb03-3abb-49bd-b93cd5cb4612","2018-06-16 11:38:05.000",20
"15291490841085ba4e7f3-06d0-390f-b8e6-cdc348173a2d","2018-06-16 11:38:05.000",3
"1529149087895797c9e97-7e39-575d-ab29-7eb93eb184ff","2018-06-16 11:38:08.000",2
"152914908813147f34d5c-5eb8-66c0-756e-3a5893c35241","2018-06-16 11:38:08.000",1
"1529149382643f38b159c-414f-ed6b-dd66-39ed334f93e8","2018-06-16 11:38:09.000",3
"15291490877700faae424-f27c-db5d-ecdd-b0949b54b3be","2018-06-16 11:38:09.000",37
"1529149089474bdc96923-31a4-8cb2-0eb5-d32f6b226d6f","2018-06-16 11:38:10.000",1
"152914909156485a2edca-d2a1-306e-3fc6-f63763a32bfc","2018-06-16 11:38:11.000",5
"15291490918651de44328-d8a9-31aa-326d-26606dacdfcc","2018-06-16 11:38:11.000",39
"1529149076990865ee0f3-30f0-a83a-b1e7-870e68f47ab9","2018-06-16 11:38:11.000",18
"15291490924998e9983cc-f8f7-41a9-8d8e-0fb14d7cce11","2018-06-16 11:38:13.000",20
"15291490975389e34600e-d11d-deb5-1fca-e07725ae062c","2018-06-16 11:38:17.000",46
"1529149095935e78a2d7c-c602-7c8a-9337-631ea11daafd","2018-06-16 11:38:17.000",4
"1529149103282a1600f7b-5608-01a0-fbf7-3327b9e1fe2a","2018-06-16 11:38:24.000",1
"15291491067790ccae983-a6d9-9a68-3edf-35f39843ab37","2018-06-16 11:38:27.000",7
"1529149114284b2553ef3-45a1-0c85-d74b-e510cf65b9dc","2018-06-16 11:38:29.000",1
"152914911004956077cca-4a99-857e-2918-ed4b96cdcf1d","2018-06-16 11:38:31.000",16
"15291491148735c05b3bd-6993-c821-e6d3-fdcfc27fffe0","2018-06-16 11:38:35.000",17
"152914913028880531740-d1d1-5663-705b-fb064e05fed6","2018-06-16 11:38:50.000",41
"1529149133261b149efef-d081-c97b-3b72-ad0e976d61be","2018-06-16 11:38:54.000",22
"152914913375833ce42c2-eb4c-3d67-7ab0-f4181cea503d","2018-06-16 11:38:54.000",1
"15291491339922224ad49-c907-60dc-66b7-89d1f8984ec6","2018-06-16 11:38:54.000",1
"152914943761657169f7e-0430-1a64-0817-a1c1012b5a8b","2018-06-16 11:39:04.000",20
"1529149144263c8f20a29-984d-e5d4-62b9-9fe54590b08f","2018-06-16 11:39:05.000",1
"15291491497851444996e-768b-1876-3d6b-838a0572d9f5","2018-06-16 11:39:10.000",1
"1529149151984d005a3d9-4b68-78f8-1eee-a5b3d5e2f088","2018-06-16 11:39:13.000",1
"15291491517587944b540-4d43-03b2-a7e7-5d9fd2b68b03","2018-06-16 11:39:13.000",12
"15291491575090c8b05b0-88f8-f658-ae7e-e51f93a346ea","2018-06-16 11:39:17.000",1
"15291491623437a462900-314b-2312-0afe-653088340d6c","2018-06-16 11:39:23.000",1
"1529149167525b410fa41-c206-5050-18e3-fda182b2276c","2018-06-16 11:39:29.000",1
"1529149175609b1b3d7ef-81e5-d36a-ecf4-a6c8ab155811","2018-06-16 11:39:37.000",1
"1529149180165e80a6232-6beb-9b67-afd2-d4092280f258","2018-06-16 11:39:41.000",1
"1529149181461b186640a-d27a-df51-22bb-300b6c2fd680","2018-06-16 11:39:42.000",14
"15291491773425314d00e-f7d7-07de-324a-d709cf529d6d","2018-06-16 11:39:55.000",2
"15291491947705dfc2ad2-584f-80bf-7189-40c47450137d","2018-06-16 11:39:55.000",1
"1529149106486eb3f841b-48d4-a26f-3cd1-e2ae74061db8","2018-06-16 11:39:58.000",44
"1529149213906e58dd0c7-c223-793e-8ef2-fee5fe0fd4d0","2018-06-16 11:40:16.000",1
"15291492584085ef6301b-a04b-da75-e881-b91c706e99ce","2018-06-16 11:40:26.000",1
"1529149226767e29d6b0a-ce64-f0d0-ebf0-073a344361dc","2018-06-16 11:40:28.000",1
"1529149226071a11bb1af-71f4-791a-9ee1-abdcbd6f7542","2018-06-16 11:40:29.000",20
"152914924217007bc9e5c-ea07-29b4-cde8-9dbfd4d7e22b","2018-06-16 11:40:42.000",1
"1529149243861651bcf26-7276-33d3-637c-d54af076a033","2018-06-16 11:40:44.000",1
"1529149214236a045f11c-87a0-8629-6070-557f30ddbd92","2018-06-16 11:40:46.000",13
"15291492516988ac3538a-6b37-24d0-cfda-0b96c2ab3e5a","2018-06-16 11:40:53.000",25
"15291492538426a931f9c-b053-7d69-4a95-752954c3d9d2","2018-06-16 11:40:54.000",1
"1529149258404843da2fa-7eb4-25a4-9c2b-241541981817","2018-06-16 11:40:59.000",1
"1529149275007d7397296-ad53-e1f2-8dbc-67c943a0eb10","2018-06-16 11:41:14.000",1
"1529149274666f4c4052e-1c6f-e14c-8152-b9ebb3835923","2018-06-16 11:41:15.000",1
"152914928345746465d5b-5c56-f9ac-6776-47a705b7985f","2018-06-16 11:41:24.000",1
"15291492846289630423a-da86-1a50-ef25-bf4084e55184","2018-06-16 11:41:30.000",1
"1529149296575c68056c0-5341-3484-0bb9-c6ae976c185a","2018-06-16 11:41:36.000",1
"15291492993121fb5e9ef-b8ac-0a08-b3da-f5e5f9c3f754","2018-06-16 11:41:39.000",1
"15291492989587e06863e-2b0e-8268-7531-783a4da30b62","2018-06-16 11:41:39.000",3
"15291493045345e2ebd74-6ca4-d6f5-58de-872b6f73500d","2018-06-16 11:41:41.000",2
"1529149301472b69780bb-1db7-0f02-cee0-a1b54f228d4a","2018-06-16 11:41:42.000",2
"15291493035642841cb59-2098-654e-c1d7-256759e0c2e6","2018-06-16 11:41:44.000",1
"152914930591505bbf970-6b4b-92d0-ba0a-f4bc156349da","2018-06-16 11:41:47.000",2
"15291493087770b25a84e-eecd-efdf-1cb3-002894fc252d","2018-06-16 11:41:50.000",18
"15291493128216239ce29-ab53-a4cc-047b-d5095c70b209","2018-06-16 11:41:54.000",1
"152914931635953255b9a-095a-c8cd-7b79-27a64a801e92","2018-06-16 11:41:55.000",1
"1529149315952c17b73a9-485a-10f9-3328-74097845cf68","2018-06-16 11:41:56.000",28
"152914932338998b80e09-b4dd-4528-fdb1-88826146c613","2018-06-16 11:42:03.000",3
"1529149335141c9dcd11f-3bf4-f3a6-340b-2624db3fe200","2018-06-16 11:42:05.000",2
"15291493259968372d9e6-5dc5-25a4-ec55-c822ab27a951","2018-06-16 11:42:06.000",2
"1529149326331ad1cedc3-f6c6-33c6-7f3e-26c60f93f8b8","2018-06-16 11:42:08.000",47
"1529149330442af9cd4c4-fe29-f2dd-35e8-dd1a58217ad2","2018-06-16 11:42:10.000",1
"15291493296863b12c9c2-dadb-0789-d396-b35c30512c2a","2018-06-16 11:42:10.000",18
"1529149330723a4bae5cf-b4ae-d0a2-5846-f2a722762a50","2018-06-16 11:42:12.000",1
"15291493341508ed39eb2-871f-35a2-4b6a-e6c2df866467","2018-06-16 11:42:14.000",1
